step,time,solver_dt,mx,my,mz,E_ex,E_demag,E_ext,E_ani,E_dmi,E_total,max_dm_dt,max_h_eff,max_h_demag,max_torque_Apm,max_torque_T
1,1.000000000000000e-13,1.000000000000000e-13,2.408497713148638e-6,1.171068338950428e-1,6.198502857716235e-5,2.022921632393223e-18,0.000000000000000e0,0.000000000000000e0,0.000000000000000e0,0.000000000000000e0,2.022921632393223e-18,2.922303377272526e11,1.342916050044756e6,0.000000000000000e0,1.328303277646784e6,1.669195127517753e0
