jpath,kx_rad_per_um,ky_rad_per_um,frequency_order,frequency_GHz
27,15.707963268,5.497787144,10,15.264000
27,15.707963268,5.497787144,11,15.450000
27,15.707963268,5.497787144,12,15.648000
27,15.707963268,5.497787144,13,16.197000
27,15.707963268,5.497787144,14,17.019000
27,15.707963268,5.497787144,15,17.098000
27,15.707963268,5.497787144,16,17.560000
27,15.707963268,5.497787144,17,17.959000
27,15.707963268,5.497787144,18,18.111000
27,15.707963268,5.497787144,19,18.473000
27,15.707963268,5.497787144,20,19.023000
27,15.707963268,5.497787144,21,19.355000
27,15.707963268,5.497787144,22,19.729000
27,15.707963268,5.497787144,23,20.074000
27,15.707963268,5.497787144,24,20.691000
28,15.707963268,6.283185307,1,9.733700
28,15.707963268,6.283185307,2,10.462000
28,15.707963268,6.283185307,3,12.106000
28,15.707963268,6.283185307,4,12.333000
28,15.707963268,6.283185307,5,12.864000
28,15.707963268,6.283185307,6,12.994000
28,15.707963268,6.283185307,7,13.802000
28,15.707963268,6.283185307,8,14.637000
28,15.707963268,6.283185307,9,14.658000
28,15.707963268,6.283185307,10,15.366000
28,15.707963268,6.283185307,11,15.445000
28,15.707963268,6.283185307,12,15.665000
28,15.707963268,6.283185307,13,16.190000
28,15.707963268,6.283185307,14,16.971000
28,15.707963268,6.283185307,15,17.058000
28,15.707963268,6.283185307,16,17.475000
28,15.707963268,6.283185307,17,17.905000
28,15.707963268,6.283185307,18,18.139000
28,15.707963268,6.283185307,19,18.446000
28,15.707963268,6.283185307,20,19.063000
28,15.707963268,6.283185307,21,19.385000
28,15.707963268,6.283185307,22,19.802000
28,15.707963268,6.283185307,23,20.151000
28,15.707963268,6.283185307,24,20.606000
29,15.707963268,7.068583471,1,9.842100
29,15.707963268,7.068583471,2,10.527000
29,15.707963268,7.068583471,3,12.129000
29,15.707963268,7.068583471,4,12.313000
29,15.707963268,7.068583471,5,12.743000
29,15.707963268,7.068583471,6,12.914000
29,15.707963268,7.068583471,7,13.719000
29,15.707963268,7.068583471,8,14.734000
29,15.707963268,7.068583471,9,14.756000
29,15.707963268,7.068583471,10,15.442000
29,15.707963268,7.068583471,11,15.469000
29,15.707963268,7.068583471,12,15.682000
29,15.707963268,7.068583471,13,16.181000
29,15.707963268,7.068583471,14,16.921000
29,15.707963268,7.068583471,15,17.021000
29,15.707963268,7.068583471,16,17.379000
29,15.707963268,7.068583471,17,17.839000
29,15.707963268,7.068583471,18,18.177000
29,15.707963268,7.068583471,19,18.428000
29,15.707963268,7.068583471,20,19.098000
29,15.707963268,7.068583471,21,19.415000
29,15.707963268,7.068583471,22,19.880000
29,15.707963268,7.068583471,23,20.229000
29,15.707963268,7.068583471,24,20.525000
30,15.707963268,7.853981634,1,9.957600
30,15.707963268,7.853981634,2,10.596000
30,15.707963268,7.853981634,3,12.155000
30,15.707963268,7.853981634,4,12.283000
30,15.707963268,7.853981634,5,12.620000
30,15.707963268,7.853981634,6,12.845000
30,15.707963268,7.853981634,7,13.640000
30,15.707963268,7.853981634,8,14.829000
30,15.707963268,7.853981634,9,14.849000
30,15.707963268,7.853981634,10,15.445000
30,15.707963268,7.853981634,11,15.567000
30,15.707963268,7.853981634,12,15.701000
30,15.707963268,7.853981634,13,16.171000
30,15.707963268,7.853981634,14,16.872000
30,15.707963268,7.853981634,15,16.985000
30,15.707963268,7.853981634,16,17.278000
30,15.707963268,7.853981634,17,17.764000
30,15.707963268,7.853981634,18,18.220000
30,15.707963268,7.853981634,19,18.418000
30,15.707963268,7.853981634,20,19.128000
30,15.707963268,7.853981634,21,19.445000
30,15.707963268,7.853981634,22,19.958000
30,15.707963268,7.853981634,23,20.302000
30,15.707963268,7.853981634,24,20.454000
31,15.707963268,8.639379797,1,10.079000
31,15.707963268,8.639379797,2,10.670000
31,15.707963268,8.639379797,3,12.181000
31,15.707963268,8.639379797,4,12.242000
31,15.707963268,8.639379797,5,12.497000
31,15.707963268,8.639379797,6,12.789000
31,15.707963268,8.639379797,7,13.564000
31,15.707963268,8.639379797,8,14.924000
31,15.707963268,8.639379797,9,14.935000
31,15.707963268,8.639379797,10,15.455000
31,15.707963268,8.639379797,11,15.661000
31,15.707963268,8.639379797,12,15.723000
31,15.707963268,8.639379797,13,16.158000
31,15.707963268,8.639379797,14,16.824000
31,15.707963268,8.639379797,15,16.951000
31,15.707963268,8.639379797,16,17.174000
31,15.707963268,8.639379797,17,17.681000
31,15.707963268,8.639379797,18,18.265000
31,15.707963268,8.639379797,19,18.411000
31,15.707963268,8.639379797,20,19.155000
31,15.707963268,8.639379797,21,19.476000
31,15.707963268,8.639379797,22,20.024000
31,15.707963268,8.639379797,23,20.356000
31,15.707963268,8.639379797,24,20.413000
32,15.707963268,9.424777961,1,10.205000
32,15.707963268,9.424777961,2,10.748000
32,15.707963268,9.424777961,3,12.184000
32,15.707963268,9.424777961,4,12.208000
32,15.707963268,9.424777961,5,12.375000
32,15.707963268,9.424777961,6,12.746000
32,15.707963268,9.424777961,7,13.492000
32,15.707963268,9.424777961,8,15.007000
32,15.707963268,9.424777961,9,15.018000
32,15.707963268,9.424777961,10,15.473000
32,15.707963268,9.424777961,11,15.729000
32,15.707963268,9.424777961,12,15.767000
32,15.707963268,9.424777961,13,16.145000
32,15.707963268,9.424777961,14,16.779000
32,15.707963268,9.424777961,15,16.918000
32,15.707963268,9.424777961,16,17.069000
32,15.707963268,9.424777961,17,17.594000
32,15.707963268,9.424777961,18,18.311000
32,15.707963268,9.424777961,19,18.408000
32,15.707963268,9.424777961,20,19.181000
32,15.707963268,9.424777961,21,19.508000
32,15.707963268,9.424777961,22,20.057000
32,15.707963268,9.424777961,23,20.366000
32,15.707963268,9.424777961,24,20.435000
33,15.707963268,10.210176124,1,10.334000
33,15.707963268,10.210176124,2,10.828000
33,15.707963268,10.210176124,3,12.119000
33,15.707963268,10.210176124,4,12.203000
33,15.707963268,10.210176124,5,12.282000
33,15.707963268,10.210176124,6,12.716000
33,15.707963268,10.210176124,7,13.424000
33,15.707963268,10.210176124,8,15.067000
33,15.707963268,10.210176124,9,15.109000
33,15.707963268,10.210176124,10,15.502000
33,15.707963268,10.210176124,11,15.761000
33,15.707963268,10.210176124,12,15.839000
33,15.707963268,10.210176124,13,16.136000
33,15.707963268,10.210176124,14,16.739000
33,15.707963268,10.210176124,15,16.885000
33,15.707963268,10.210176124,16,16.966000
33,15.707963268,10.210176124,17,17.504000
33,15.707963268,10.210176124,18,18.354000
33,15.707963268,10.210176124,19,18.406000
33,15.707963268,10.210176124,20,19.207000
33,15.707963268,10.210176124,21,19.539000
33,15.707963268,10.210176124,22,20.043000
33,15.707963268,10.210176124,23,20.403000
33,15.707963268,10.210176124,24,20.459000
34,15.707963268,10.995574288,1,10.466000
34,15.707963268,10.995574288,2,10.911000
34,15.707963268,10.995574288,3,12.042000
34,15.707963268,10.995574288,4,12.103000
34,15.707963268,10.995574288,5,12.285000
34,15.707963268,10.995574288,6,12.695000
34,15.707963268,10.995574288,7,13.361000
34,15.707963268,10.995574288,8,15.110000
34,15.707963268,10.995574288,9,15.199000
34,15.707963268,10.995574288,10,15.538000
34,15.707963268,10.995574288,11,15.795000
34,15.707963268,10.995574288,12,15.892000
34,15.707963268,10.995574288,13,16.140000
34,15.707963268,10.995574288,14,16.706000
34,15.707963268,10.995574288,15,16.830000
34,15.707963268,10.995574288,16,16.888000
34,15.707963268,10.995574288,17,17.414000
34,15.707963268,10.995574288,18,18.392000
34,15.707963268,10.995574288,19,18.408000
34,15.707963268,10.995574288,20,19.233000
34,15.707963268,10.995574288,21,19.570000
34,15.707963268,10.995574288,22,19.997000
34,15.707963268,10.995574288,23,20.443000
34,15.707963268,10.995574288,24,20.491000
35,15.707963268,11.780972451,1,10.600000
35,15.707963268,11.780972451,2,10.995000
35,15.707963268,11.780972451,3,11.951000
35,15.707963268,11.780972451,4,11.987000
35,15.707963268,11.780972451,5,12.309000
35,15.707963268,11.780972451,6,12.682000
35,15.707963268,11.780972451,7,13.305000
35,15.707963268,11.780972451,8,15.139000
35,15.707963268,11.780972451,9,15.286000
35,15.707963268,11.780972451,10,15.577000
35,15.707963268,11.780972451,11,15.839000
35,15.707963268,11.780972451,12,15.908000
35,15.707963268,11.780972451,13,16.169000
35,15.707963268,11.780972451,14,16.682000
35,15.707963268,11.780972451,15,16.733000
35,15.707963268,11.780972451,16,16.855000
35,15.707963268,11.780972451,17,17.325000
35,15.707963268,11.780972451,18,18.402000
35,15.707963268,11.780972451,19,18.433000
35,15.707963268,11.780972451,20,19.260000
35,15.707963268,11.780972451,21,19.599000
35,15.707963268,11.780972451,22,19.940000
35,15.707963268,11.780972451,23,20.431000
35,15.707963268,11.780972451,24,20.573000
36,15.707963268,12.566370614,1,10.733000
36,15.707963268,12.566370614,2,11.079000
36,15.707963268,12.566370614,3,11.837000
36,15.707963268,12.566370614,4,11.890000
36,15.707963268,12.566370614,5,12.334000
36,15.707963268,12.566370614,6,12.673000
36,15.707963268,12.566370614,7,13.256000
36,15.707963268,12.566370614,8,15.157000
36,15.707963268,12.566370614,9,15.370000
36,15.707963268,12.566370614,10,15.611000
36,15.707963268,12.566370614,11,15.882000
36,15.707963268,12.566370614,12,15.902000
36,15.707963268,12.566370614,13,16.218000
36,15.707963268,12.566370614,14,16.627000
36,15.707963268,12.566370614,15,16.670000
36,15.707963268,12.566370614,16,16.835000
36,15.707963268,12.566370614,17,17.239000
36,15.707963268,12.566370614,18,18.402000
36,15.707963268,12.566370614,19,18.463000
36,15.707963268,12.566370614,20,19.287000
36,15.707963268,12.566370614,21,19.624000
36,15.707963268,12.566370614,22,19.883000
36,15.707963268,12.566370614,23,20.409000
36,15.707963268,12.566370614,24,20.664000
37,15.707963268,13.351768778,1,10.864000
37,15.707963268,13.351768778,2,11.162000
37,15.707963268,13.351768778,3,11.713000
37,15.707963268,13.351768778,4,11.804000
37,15.707963268,13.351768778,5,12.357000
37,15.707963268,13.351768778,6,12.668000
37,15.707963268,13.351768778,7,13.215000
37,15.707963268,13.351768778,8,15.167000
37,15.707963268,13.351768778,9,15.451000
37,15.707963268,13.351768778,10,15.636000
37,15.707963268,13.351768778,11,15.845000
37,15.707963268,13.351768778,12,15.969000
37,15.707963268,13.351768778,13,16.269000
37,15.707963268,13.351768778,14,16.524000
37,15.707963268,13.351768778,15,16.667000
37,15.707963268,13.351768778,16,16.820000
37,15.707963268,13.351768778,17,17.160000
37,15.707963268,13.351768778,18,18.402000
37,15.707963268,13.351768778,19,18.488000
37,15.707963268,13.351768778,20,19.313000
37,15.707963268,13.351768778,21,19.644000
37,15.707963268,13.351768778,22,19.832000
37,15.707963268,13.351768778,23,20.386000
37,15.707963268,13.351768778,24,20.754000
38,15.707963268,14.137166941,1,10.989000
38,15.707963268,14.137166941,2,11.237000
38,15.707963268,14.137166941,3,11.592000
38,15.707963268,14.137166941,4,11.726000
38,15.707963268,14.137166941,5,12.374000
38,15.707963268,14.137166941,6,12.664000
38,15.707963268,14.137166941,7,13.185000
38,15.707963268,14.137166941,8,15.172000
38,15.707963268,14.137166941,9,15.526000
38,15.707963268,14.137166941,10,15.653000
38,15.707963268,14.137166941,11,15.793000
38,15.707963268,14.137166941,12,16.047000
38,15.707963268,14.137166941,13,16.308000
38,15.707963268,14.137166941,14,16.424000
38,15.707963268,14.137166941,15,16.676000
38,15.707963268,14.137166941,16,16.809000
38,15.707963268,14.137166941,17,17.094000
38,15.707963268,14.137166941,18,18.401000
38,15.707963268,14.137166941,19,18.505000
38,15.707963268,14.137166941,20,19.335000
38,15.707963268,14.137166941,21,19.656000
38,15.707963268,14.137166941,22,19.791000
38,15.707963268,14.137166941,23,20.368000
38,15.707963268,14.137166941,24,20.826000
39,15.707963268,14.922565105,1,11.094000
39,15.707963268,14.922565105,2,11.296000
39,15.707963268,14.922565105,3,11.489000
39,15.707963268,14.922565105,4,11.666000
39,15.707963268,14.922565105,5,12.385000
39,15.707963268,14.922565105,6,12.662000
39,15.707963268,14.922565105,7,13.166000
39,15.707963268,14.922565105,8,15.174000
39,15.707963268,14.922565105,9,15.588000
39,15.707963268,14.922565105,10,15.664000
39,15.707963268,14.922565105,11,15.740000
39,15.707963268,14.922565105,12,16.122000
39,15.707963268,14.922565105,13,16.330000
39,15.707963268,14.922565105,14,16.339000
39,15.707963268,14.922565105,15,16.687000
39,15.707963268,14.922565105,16,16.803000
39,15.707963268,14.922565105,17,17.053000
39,15.707963268,14.922565105,18,18.401000
39,15.707963268,14.922565105,19,18.514000
39,15.707963268,14.922565105,20,19.350000
39,15.707963268,14.922565105,21,19.660000
39,15.707963268,14.922565105,22,19.767000
39,15.707963268,14.922565105,23,20.358000
39,15.707963268,14.922565105,24,20.840000
40,15.707963268,15.707963268,1,11.133000
40,15.707963268,15.707963268,2,11.316000
40,15.707963268,15.707963268,3,11.451000
40,15.707963268,15.707963268,4,11.646000
40,15.707963268,15.707963268,5,12.388000
40,15.707963268,15.707963268,6,12.661000
40,15.707963268,15.707963268,7,13.160000
40,15.707963268,15.707963268,8,15.172000
40,15.707963268,15.707963268,9,15.602000
40,15.707963268,15.707963268,10,15.668000
40,15.707963268,15.707963268,11,15.723000
40,15.707963268,15.707963268,12,16.142000
40,15.707963268,15.707963268,13,16.318000
40,15.707963268,15.707963268,14,16.332000
40,15.707963268,15.707963268,15,16.690000
40,15.707963268,15.707963268,16,16.801000
40,15.707963268,15.707963268,17,17.047000
40,15.707963268,15.707963268,18,18.400000
40,15.707963268,15.707963268,19,18.516000
40,15.707963268,15.707963268,20,19.352000
40,15.707963268,15.707963268,21,19.657000
40,15.707963268,15.707963268,22,19.760000
40,15.707963268,15.707963268,23,20.356000
40,15.707963268,15.707963268,24,20.840000
41,14.922565105,14.922565105,1,11.095000
41,14.922565105,14.922565105,2,11.298000
41,14.922565105,14.922565105,3,11.485000
41,14.922565105,14.922565105,4,11.675000
41,14.922565105,14.922565105,5,12.382000
41,14.922565105,14.922565105,6,12.668000
41,14.922565105,14.922565105,7,13.167000
41,14.922565105,14.922565105,8,15.173000
41,14.922565105,14.922565105,9,15.562000
41,14.922565105,14.922565105,10,15.682000
41,14.922565105,14.922565105,11,15.747000
41,14.922565105,14.922565105,12,16.126000
41,14.922565105,14.922565105,13,16.332000
41,14.922565105,14.922565105,14,16.342000
41,14.922565105,14.922565105,15,16.684000
41,14.922565105,14.922565105,16,16.806000
41,14.922565105,14.922565105,17,17.054000
41,14.922565105,14.922565105,18,18.403000
41,14.922565105,14.922565105,19,18.515000
41,14.922565105,14.922565105,20,19.349000
41,14.922565105,14.922565105,21,19.663000
41,14.922565105,14.922565105,22,19.765000
41,14.922565105,14.922565105,23,20.359000
41,14.922565105,14.922565105,24,20.805000
42,14.137166941,14.137166941,1,10.992000
42,14.137166941,14.137166941,2,11.242000
42,14.137166941,14.137166941,3,11.578000
42,14.137166941,14.137166941,4,11.752000
42,14.137166941,14.137166941,5,12.354000
42,14.137166941,14.137166941,6,12.694000
42,14.137166941,14.137166941,7,13.187000
42,14.137166941,14.137166941,8,15.172000
42,14.137166941,14.137166941,9,15.458000
42,14.137166941,14.137166941,10,15.666000
42,14.137166941,14.137166941,11,15.825000
42,14.137166941,14.137166941,12,16.065000
42,14.137166941,14.137166941,13,16.319000
42,14.137166941,14.137166941,14,16.430000
42,14.137166941,14.137166941,15,16.666000
42,14.137166941,14.137166941,16,16.823000
42,14.137166941,14.137166941,17,17.099000
42,14.137166941,14.137166941,18,18.399000
42,14.137166941,14.137166941,19,18.508000
42,14.137166941,14.137166941,20,19.336000
42,14.137166941,14.137166941,21,19.627000
42,14.137166941,14.137166941,22,19.820000
42,14.137166941,14.137166941,23,20.374000
42,14.137166941,14.137166941,24,20.692000
43,13.351768778,13.351768778,1,10.873000
43,13.351768778,13.351768778,2,11.168000
43,13.351768778,13.351768778,3,11.681000
43,13.351768778,13.351768778,4,11.856000
43,13.351768778,13.351768778,5,12.313000
43,13.351768778,13.351768778,6,12.731000
43,13.351768778,13.351768778,7,13.220000
43,13.351768778,13.351768778,8,15.166000
43,13.351768778,13.351768778,9,15.350000
43,13.351768778,13.351768778,10,15.627000
43,13.351768778,13.351768778,11,15.859000
43,13.351768778,13.351768778,12,16.045000
43,13.351768778,13.351768778,13,16.288000
43,13.351768778,13.351768778,14,16.533000
43,13.351768778,13.351768778,15,16.663000
43,13.351768778,13.351768778,16,16.839000
43,13.351768778,13.351768778,17,17.172000
43,13.351768778,13.351768778,18,18.382000
43,13.351768778,13.351768778,19,18.504000
43,13.351768778,13.351768778,20,19.315000
43,13.351768778,13.351768778,21,19.594000
43,13.351768778,13.351768778,22,19.873000
43,13.351768778,13.351768778,23,20.402000
43,13.351768778,13.351768778,24,20.578000
44,12.566370614,12.566370614,1,10.752000
44,12.566370614,12.566370614,2,11.088000
44,12.566370614,12.566370614,3,11.780000
44,12.566370614,12.566370614,4,11.976000
44,12.566370614,12.566370614,5,12.267000
44,12.566370614,12.566370614,6,12.771000
44,12.566370614,12.566370614,7,13.265000
44,12.566370614,12.566370614,8,15.149000
44,12.566370614,12.566370614,9,15.247000
44,12.566370614,12.566370614,10,15.575000
44,12.566370614,12.566370614,11,15.814000
44,12.566370614,12.566370614,12,16.095000
44,12.566370614,12.566370614,13,16.244000
44,12.566370614,12.566370614,14,16.635000
44,12.566370614,12.566370614,15,16.686000
44,12.566370614,12.566370614,16,16.856000
44,12.566370614,12.566370614,17,17.262000
44,12.566370614,12.566370614,18,18.348000
44,12.566370614,12.566370614,19,18.510000
44,12.566370614,12.566370614,20,19.289000
44,12.566370614,12.566370614,21,19.570000
44,12.566370614,12.566370614,22,19.907000
44,12.566370614,12.566370614,23,20.432000
44,12.566370614,12.566370614,24,20.482000
45,11.780972451,11.780972451,1,10.634000
45,11.780972451,11.780972451,2,11.004000
45,11.780972451,11.780972451,3,11.875000
45,11.780972451,11.780972451,4,12.102000
45,11.780972451,11.780972451,5,12.222000
45,11.780972451,11.780972451,6,12.813000
45,11.780972451,11.780972451,7,13.322000
45,11.780972451,11.780972451,8,15.093000
45,11.780972451,11.780972451,9,15.174000
45,11.780972451,11.780972451,10,15.518000
45,11.780972451,11.780972451,11,15.744000
45,11.780972451,11.780972451,12,16.126000
45,11.780972451,11.780972451,13,16.227000
45,11.780972451,11.780972451,14,16.707000
45,11.780972451,11.780972451,15,16.750000
45,11.780972451,11.780972451,16,16.887000
45,11.780972451,11.780972451,17,17.361000
45,11.780972451,11.780972451,18,18.299000
45,11.780972451,11.780972451,19,18.525000
45,11.780972451,11.780972451,20,19.262000
45,11.780972451,11.780972451,21,19.552000
45,11.780972451,11.780972451,22,19.916000
45,11.780972451,11.780972451,23,20.350000
45,11.780972451,11.780972451,24,20.492000
46,10.995574288,10.995574288,1,10.521000
46,10.995574288,10.995574288,2,10.919000
46,10.995574288,10.995574288,3,11.965000
46,10.995574288,10.995574288,4,12.161000
46,10.995574288,10.995574288,5,12.250000
46,10.995574288,10.995574288,6,12.856000
46,10.995574288,10.995574288,7,13.387000
46,10.995574288,10.995574288,8,14.994000
46,10.995574288,10.995574288,9,15.129000
46,10.995574288,10.995574288,10,15.460000
46,10.995574288,10.995574288,11,15.673000
46,10.995574288,10.995574288,12,16.077000
46,10.995574288,10.995574288,13,16.281000
46,10.995574288,10.995574288,14,16.748000
46,10.995574288,10.995574288,15,16.834000
46,10.995574288,10.995574288,16,16.949000
46,10.995574288,10.995574288,17,17.466000
46,10.995574288,10.995574288,18,18.242000
46,10.995574288,10.995574288,19,18.547000
46,10.995574288,10.995574288,20,19.236000
46,10.995574288,10.995574288,21,19.537000
46,10.995574288,10.995574288,22,19.902000
46,10.995574288,10.995574288,23,20.251000
46,10.995574288,10.995574288,24,20.437000
47,10.210176124,10.210176124,1,10.413000
47,10.210176124,10.210176124,2,10.835000
47,10.210176124,10.210176124,3,12.036000
47,10.210176124,10.210176124,4,12.139000
47,10.210176124,10.210176124,5,12.379000
47,10.210176124,10.210176124,6,12.900000
47,10.210176124,10.210176124,7,13.460000
47,10.210176124,10.210176124,8,14.887000
47,10.210176124,10.210176124,9,15.078000
47,10.210176124,10.210176124,10,15.402000
47,10.210176124,10.210176124,11,15.611000
47,10.210176124,10.210176124,12,16.008000
47,10.210176124,10.210176124,13,16.339000
47,10.210176124,10.210176124,14,16.781000
47,10.210176124,10.210176124,15,16.911000
47,10.210176124,10.210176124,16,17.043000
47,10.210176124,10.210176124,17,17.571000
47,10.210176124,10.210176124,18,18.183000
47,10.210176124,10.210176124,19,18.573000
47,10.210176124,10.210176124,20,19.211000
47,10.210176124,10.210176124,21,19.521000
47,10.210176124,10.210176124,22,19.869000
47,10.210176124,10.210176124,23,20.158000
47,10.210176124,10.210176124,24,20.340000
48,9.424777961,9.424777961,1,10.312000
48,9.424777961,9.424777961,2,10.751000
48,9.424777961,9.424777961,3,12.037000
48,9.424777961,9.424777961,4,12.183000
48,9.424777961,9.424777961,5,12.511000
48,9.424777961,9.424777961,6,12.945000
48,9.424777961,9.424777961,7,13.538000
48,9.424777961,9.424777961,8,14.779000
48,9.424777961,9.424777961,9,15.014000
48,9.424777961,9.424777961,10,15.338000
48,9.424777961,9.424777961,11,15.565000
48,9.424777961,9.424777961,12,15.939000
48,9.424777961,9.424777961,13,16.383000
48,9.424777961,9.424777961,14,16.813000
48,9.424777961,9.424777961,15,16.993000
48,9.424777961,9.424777961,16,17.152000
48,9.424777961,9.424777961,17,17.670000
48,9.424777961,9.424777961,18,18.131000
48,9.424777961,9.424777961,19,18.602000
48,9.424777961,9.424777961,20,19.186000
48,9.424777961,9.424777961,21,19.500000
48,9.424777961,9.424777961,22,19.826000
48,9.424777961,9.424777961,23,20.071000
48,9.424777961,9.424777961,24,20.239000
49,8.639379797,8.639379797,1,10.218000
49,8.639379797,8.639379797,2,10.670000
49,8.639379797,8.639379797,3,12.000000
49,8.639379797,8.639379797,4,12.267000
49,8.639379797,8.639379797,5,12.640000
49,8.639379797,8.639379797,6,12.993000
49,8.639379797,8.639379797,7,13.619000
49,8.639379797,8.639379797,8,14.672000
49,8.639379797,8.639379797,9,14.938000
49,8.639379797,8.639379797,10,15.263000
49,8.639379797,8.639379797,11,15.537000
49,8.639379797,8.639379797,12,15.873000
49,8.639379797,8.639379797,13,16.407000
49,8.639379797,8.639379797,14,16.848000
49,8.639379797,8.639379797,15,17.083000
49,8.639379797,8.639379797,16,17.267000
49,8.639379797,8.639379797,17,17.753000
49,8.639379797,8.639379797,18,18.101000
49,8.639379797,8.639379797,19,18.633000
49,8.639379797,8.639379797,20,19.160000
49,8.639379797,8.639379797,21,19.472000
49,8.639379797,8.639379797,22,19.778000
49,8.639379797,8.639379797,23,19.989000
49,8.639379797,8.639379797,24,20.141000
50,7.853981634,7.853981634,1,10.130000
50,7.853981634,7.853981634,2,10.592000
50,7.853981634,7.853981634,3,11.959000
50,7.853981634,7.853981634,4,12.357000
50,7.853981634,7.853981634,5,12.765000
50,7.853981634,7.853981634,6,13.046000
50,7.853981634,7.853981634,7,13.701000
50,7.853981634,7.853981634,8,14.568000
50,7.853981634,7.853981634,9,14.856000
50,7.853981634,7.853981634,10,15.176000
50,7.853981634,7.853981634,11,15.522000
50,7.853981634,7.853981634,12,15.815000
50,7.853981634,7.853981634,13,16.413000
50,7.853981634,7.853981634,14,16.887000
50,7.853981634,7.853981634,15,17.178000
50,7.853981634,7.853981634,16,17.383000
50,7.853981634,7.853981634,17,17.799000
50,7.853981634,7.853981634,18,18.115000
50,7.853981634,7.853981634,19,18.665000
50,7.853981634,7.853981634,20,19.129000
50,7.853981634,7.853981634,21,19.439000
50,7.853981634,7.853981634,22,19.723000
50,7.853981634,7.853981634,23,19.915000
50,7.853981634,7.853981634,24,20.051000
51,7.068583471,7.068583471,1,10.048000
51,7.068583471,7.068583471,2,10.518000
51,7.068583471,7.068583471,3,11.918000
51,7.068583471,7.068583471,4,12.449000
51,7.068583471,7.068583471,5,12.880000
51,7.068583471,7.068583471,6,13.107000
51,7.068583471,7.068583471,7,13.780000
51,7.068583471,7.068583471,8,14.469000
51,7.068583471,7.068583471,9,14.771000
51,7.068583471,7.068583471,10,15.082000
51,7.068583471,7.068583471,11,15.507000
51,7.068583471,7.068583471,12,15.769000
51,7.068583471,7.068583471,13,16.405000
51,7.068583471,7.068583471,14,16.926000
51,7.068583471,7.068583471,15,17.278000
51,7.068583471,7.068583471,16,17.498000
51,7.068583471,7.068583471,17,17.806000
51,7.068583471,7.068583471,18,18.178000
51,7.068583471,7.068583471,19,18.697000
51,7.068583471,7.068583471,20,19.090000
51,7.068583471,7.068583471,21,19.405000
51,7.068583471,7.068583471,22,19.654000
51,7.068583471,7.068583471,23,19.858000
51,7.068583471,7.068583471,24,19.971000
52,6.283185307,6.283185307,1,9.970200
52,6.283185307,6.283185307,2,10.449000
52,6.283185307,6.283185307,3,11.880000
52,6.283185307,6.283185307,4,12.542000
52,6.283185307,6.283185307,5,12.982000
52,6.283185307,6.283185307,6,13.181000
52,6.283185307,6.283185307,7,13.853000
52,6.283185307,6.283185307,8,14.378000
52,6.283185307,6.283185307,9,14.685000
52,6.283185307,6.283185307,10,14.983000
52,6.283185307,6.283185307,11,15.485000
52,6.283185307,6.283185307,12,15.742000
52,6.283185307,6.283185307,13,16.384000
52,6.283185307,6.283185307,14,16.961000
52,6.283185307,6.283185307,15,17.379000
52,6.283185307,6.283185307,16,17.611000
52,6.283185307,6.283185307,17,17.801000
52,6.283185307,6.283185307,18,18.267000
52,6.283185307,6.283185307,19,18.729000
52,6.283185307,6.283185307,20,19.039000
52,6.283185307,6.283185307,21,19.375000
52,6.283185307,6.283185307,22,19.567000
52,6.283185307,6.283185307,23,19.820000
52,6.283185307,6.283185307,24,19.903000
53,5.497787144,5.497787144,1,9.896400
53,5.497787144,5.497787144,2,10.387000
53,5.497787144,5.497787144,3,11.844000
53,5.497787144,5.497787144,4,12.635000
53,5.497787144,5.497787144,5,13.066000
53,5.497787144,5.497787144,6,13.271000
53,5.497787144,5.497787144,7,13.907000
53,5.497787144,5.497787144,8,14.305000
53,5.497787144,5.497787144,9,14.602000
53,5.497787144,5.497787144,10,14.881000
53,5.497787144,5.497787144,11,15.448000
53,5.497787144,5.497787144,12,15.736000
53,5.497787144,5.497787144,13,16.355000
53,5.497787144,5.497787144,14,16.988000
53,5.497787144,5.497787144,15,17.479000
53,5.497787144,5.497787144,16,17.708000
53,5.497787144,5.497787144,17,17.816000
53,5.497787144,5.497787144,18,18.361000
53,5.497787144,5.497787144,19,18.761000
53,5.497787144,5.497787144,20,18.981000
53,5.497787144,5.497787144,21,19.351000
53,5.497787144,5.497787144,22,19.465000
53,5.497787144,5.497787144,23,19.793000
53,5.497787144,5.497787144,24,19.849000
54,4.712388980,4.712388980,1,9.825300
54,4.712388980,4.712388980,2,10.332000
54,4.712388980,4.712388980,3,11.812000
54,4.712388980,4.712388980,4,12.729000
54,4.712388980,4.712388980,5,13.133000
54,4.712388980,4.712388980,6,13.374000
54,4.712388980,4.712388980,7,13.926000
54,4.712388980,4.712388980,8,14.265000
54,4.712388980,4.712388980,9,14.524000
54,4.712388980,4.712388980,10,14.777000
54,4.712388980,4.712388980,11,15.401000
54,4.712388980,4.712388980,12,15.748000
54,4.712388980,4.712388980,13,16.319000
54,4.712388980,4.712388980,14,17.008000
54,4.712388980,4.712388980,15,17.573000
54,4.712388980,4.712388980,16,17.761000
54,4.712388980,4.712388980,17,17.890000
54,4.712388980,4.712388980,18,18.445000
54,4.712388980,4.712388980,19,18.789000
54,4.712388980,4.712388980,20,18.927000
54,4.712388980,4.712388980,21,19.329000
54,4.712388980,4.712388980,22,19.359000
54,4.712388980,4.712388980,23,19.766000
54,4.712388980,4.712388980,24,19.817000
55,3.926990817,3.926990817,1,9.755900
